,Nombre,Foto,Valor,Posicion,Edad,Club,Escudo,Nacionalidad,Bandera,Partidos_jugados,Goles,Asistencias,Min_gol,Min_jugados,Goles_encajados,Partidos_cero
369,Marcel Sabitzer,https://img.a.transfermarkt.technology/portrait/small/106987-1613997164.jpg?lm=1,22,Mediocentro,28,Bayern Múnich,https://tmssl.akamaized.net/images/wappen/verysmall/27.png?lm=1498251238,['Austria'],['https://tmssl.akamaized.net/images/flagge/verysmall/127.png?lm=1520611569'],26,,,,919,,
370,Kevin Volland,https://img.a.transfermarkt.technology/portrait/small/82009-1614090395.jpg?lm=1,22,Mediapunta,29,AS Mónaco,https://tmssl.akamaized.net/images/wappen/verysmall/162.png?lm=1625128180,['Alemania'],['https://tmssl.akamaized.net/images/flagge/verysmall/40.png?lm=1520612525'],43,12,9,257,3.078,,
371,Thiago,https://img.a.transfermarkt.technology/portrait/small/60444-1540568423.jpg?lm=1,22,Mediocentro,30,Liverpool FC,https://tmssl.akamaized.net/images/wappen/verysmall/31.png?lm=1456567819,"['España', 'Brasil']","['https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/26.png?lm=1520611569']",24,2,2,657,1.313,,
372,Georginio Wijnaldum,https://img.a.transfermarkt.technology/portrait/small/49499-1469085417.jpg?lm=1,22,Mediocentro,31,París Saint-Germain FC,https://tmssl.akamaized.net/images/wappen/verysmall/583.png?lm=1522312728,"['Países Bajos', 'Surinam']","['https://tmssl.akamaized.net/images/flagge/verysmall/122.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/161.png?lm=1520611569']",31,3,3,582,1.745,,
373,Yussuf Poulsen,https://img.a.transfermarkt.technology/portrait/small/157635-1503304546.jpg?lm=1,21,Delantero centro,27,RasenBallsport Leipzig,https://tmssl.akamaized.net/images/wappen/verysmall/23826.png?lm=1619431624,"['Dinamarca', 'Tanzania']","['https://tmssl.akamaized.net/images/flagge/verysmall/39.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/166.png?lm=1520611569']",28,6,3,198,1.187,,
374,Kamaldeen Sulemana,https://img.a.transfermarkt.technology/portrait/small/746695-1603188245.jpg?lm=1,20,Extremo izquierdo,20,Stade Rennais FC,https://tmssl.akamaized.net/images/wappen/verysmall/273.png?lm=1408779098,['Ghana'],['https://tmssl.akamaized.net/images/flagge/verysmall/54.png?lm=1520611569'],27,5,2,278,1.391,,
375,Evanilson,https://img.a.transfermarkt.technology/portrait/small/711337-1606396779.png?lm=1,20,Delantero centro,22,FC Oporto,https://tmssl.akamaized.net/images/wappen/verysmall/720.png?lm=1486310161,['Brasil'],['https://tmssl.akamaized.net/images/flagge/verysmall/26.png?lm=1520611569'],37,18,5,134,2.406,,
376,Hugo Ekitike,https://img.a.transfermarkt.technology/portrait/small/709726-1639672689.png?lm=1,20,Delantero centro,19,Stade Reims,https://tmssl.akamaized.net/images/wappen/verysmall/1421.png?lm=1592601839,"['Francia', 'Camerún']","['https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/31.png?lm=1520611569']",24,10,4,134,1.340,,
377,Odilon Kossounou,https://img.a.transfermarkt.technology/portrait/small/644771-1608459339.jpg?lm=1,20,Defensa central,21,Bayer 04 Leverkusen,https://tmssl.akamaized.net/images/wappen/verysmall/15.png?lm=1403163785,['Costa de Marfil'],['https://tmssl.akamaized.net/images/flagge/verysmall/38.png?lm=1520611569'],27,,2,,1.640,,
378,Rayan Cherki,https://img.a.transfermarkt.technology/portrait/small/607223-1640776776.jpg?lm=1,20,Mediocentro ofensivo,18,Olympique de Lyon,https://tmssl.akamaized.net/images/wappen/verysmall/1041.png?lm=1581024966,"['Francia', 'Argelia']","['https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/4.png?lm=1520611569']",22,2,4,431,862,,
379,Thiago Almada,https://img.a.transfermarkt.technology/portrait/small/576028-1636330798.JPG?lm=1,20,Mediocentro ofensivo,20,Atlanta United FC,https://tmssl.akamaized.net/images/wappen/verysmall/51663.png?lm=1478716243,['Argentina'],['https://tmssl.akamaized.net/images/flagge/verysmall/9.png?lm=1520611569'],2,1,,78,78,,
380,Sofiane Diop,https://img.a.transfermarkt.technology/portrait/small/569389-1614091046.jpg?lm=1,20,Extremo izquierdo,21,AS Mónaco,https://tmssl.akamaized.net/images/wappen/verysmall/162.png?lm=1625128180,"['Francia', 'Senegal']","['https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/149.png?lm=1520611569']",42,9,7,280,2.520,,
381,Pape Sarr,https://img.a.transfermarkt.technology/portrait/small/568693-1590564033.jpg?lm=1,20,Pivote,19,FC Metz,https://tmssl.akamaized.net/images/wappen/verysmall/347.png?lm=1625391843,['Senegal'],['https://tmssl.akamaized.net/images/flagge/verysmall/149.png?lm=1520611569'],25,1,1,1.596,1.596,,
382,Illan Meslier,https://img.a.transfermarkt.technology/portrait/small/542586-1558510901.jpg?lm=1,20,Portero,22,Leeds United,https://tmssl.akamaized.net/images/wappen/verysmall/399.png?lm=1645652224,['Francia'],['https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569'],34,,,,3.055,70,5
383,Enock Mwepu,https://img.a.transfermarkt.technology/portrait/small/490307-1601103558.png?lm=1,20,Mediocentro,24,Brighton & Hove Albion,https://tmssl.akamaized.net/images/wappen/verysmall/1237.png?lm=1492718902,['Zambia'],['https://tmssl.akamaized.net/images/flagge/verysmall/142.png?lm=1520611569'],15,2,5,417,834,,
384,Musa Barrow,https://img.a.transfermarkt.technology/portrait/small/486624-1596540455.jpg?lm=1,20,Extremo izquierdo,23,Bolonia,https://tmssl.akamaized.net/images/wappen/verysmall/1025.png?lm=1626441324,['Gambia'],['https://tmssl.akamaized.net/images/flagge/verysmall/52.png?lm=1520611569'],26,5,5,328,1.639,,
385,Jeremie Frimpong,https://img.a.transfermarkt.technology/portrait/small/484547-1642607946.jpg?lm=1,20,Lateral derecho,21,Bayer 04 Leverkusen,https://tmssl.akamaized.net/images/wappen/verysmall/15.png?lm=1403163785,"['Países Bajos', 'Ghana']","['https://tmssl.akamaized.net/images/flagge/verysmall/122.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/54.png?lm=1520611569']",34,2,8,1.394,2.787,,
386,Juan Foyth,https://img.a.transfermarkt.technology/portrait/small/480763-1489063250.jpg?lm=1,20,Lateral derecho,24,Villarreal CF,https://tmssl.akamaized.net/images/wappen/verysmall/1050.png?lm=1408655310,"['Argentina', 'España']","['https://tmssl.akamaized.net/images/flagge/verysmall/9.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569']",27,,,,2.213,,
387,Eberechi Eze,https://img.a.transfermarkt.technology/portrait/small/479999-1522826274.jpg?lm=1,20,Mediocentro ofensivo,23,Crystal Palace,https://tmssl.akamaized.net/images/wappen/verysmall/873.png?lm=1457723287,"['Inglaterra', 'Nigeria']","['https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/124.png?lm=1520611569']",11,,,,496,,
388,David Neres,https://img.a.transfermarkt.technology/portrait/small/469822-1642504199.png?lm=1,20,Extremo derecho,25,Shakhtar Donetsk,https://tmssl.akamaized.net/images/wappen/verysmall/660.png?lm=1396275305,['Brasil'],['https://tmssl.akamaized.net/images/flagge/verysmall/26.png?lm=1520611569'],22,4,2,196,785,,
389,Maxence Lacroix,https://img.a.transfermarkt.technology/portrait/small/434224-1643899638.JPG?lm=1,20,Defensa central,21,VfL Wolfsburgo,https://tmssl.akamaized.net/images/wappen/verysmall/82.png?lm=1503060755,"['Francia', 'Guadalupe']","['https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/251.png?lm=1520611569']",30,,,,2.662,,
390,Oliver Skipp,https://img.a.transfermarkt.technology/portrait/small/406638-1572887410.jpg?lm=1,20,Pivote,21,Tottenham Hotspur,https://tmssl.akamaized.net/images/wappen/verysmall/148.png?lm=1544345801,['Inglaterra'],['https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569'],28,,,,2.006,,
391,Samuel Chukwueze,https://img.a.transfermarkt.technology/portrait/small/401922-1571728208.jpg?lm=1,20,Extremo derecho,22,Villarreal CF,https://tmssl.akamaized.net/images/wappen/verysmall/1050.png?lm=1408655310,['Nigeria'],['https://tmssl.akamaized.net/images/flagge/verysmall/124.png?lm=1520611569'],26,5,2,225,1.124,,
392,Dodô,https://img.a.transfermarkt.technology/portrait/small/401529-1641992490.png?lm=1,20,Lateral derecho,23,Shakhtar Donetsk,https://tmssl.akamaized.net/images/wappen/verysmall/660.png?lm=1396275305,['Brasil'],['https://tmssl.akamaized.net/images/flagge/verysmall/26.png?lm=1520611569'],26,,4,,2.295,,
393,Edson Álvarez,https://img.a.transfermarkt.technology/portrait/small/401356-1506521689.jpg?lm=1,20,Pivote,24,Ajax de Ámsterdam,https://tmssl.akamaized.net/images/wappen/verysmall/610.png?lm=1458894971,['México'],['https://tmssl.akamaized.net/images/flagge/verysmall/110.png?lm=1520611569'],33,2,1,1.327,2.653,,
394,Maxence Caqueret,https://img.a.transfermarkt.technology/portrait/small/395237-1597871078.jpg?lm=1,20,Mediocentro,22,Olympique de Lyon,https://tmssl.akamaized.net/images/wappen/verysmall/1041.png?lm=1581024966,['Francia'],['https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569'],37,,1,,2.727,,
395,Davide Frattesi,https://img.a.transfermarkt.technology/portrait/small/394300-1630506324.jpg?lm=1,20,Mediocentro,22,US Sassuolo,https://tmssl.akamaized.net/images/wappen/verysmall/6574.png?lm=1601389908,['Italia'],['https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569'],31,4,3,594,2.376,,
396,Brenden Aaronson,https://img.a.transfermarkt.technology/portrait/small/393323-1583780617.JPG?lm=1,20,Mediocentro ofensivo,21,Red Bull Salzburgo,https://tmssl.akamaized.net/images/wappen/verysmall/409.png?lm=1557737354,['Estados Unidos'],['https://tmssl.akamaized.net/images/flagge/verysmall/184.png?lm=1520611569'],35,5,10,556,2.779,,
397,Alexis Saelemaekers,https://img.a.transfermarkt.technology/portrait/small/381950-1609842664.jpg?lm=1,20,Extremo derecho,22,AC Milan,https://tmssl.akamaized.net/images/wappen/verysmall/5.png?lm=1605166627,['Bélgica'],['https://tmssl.akamaized.net/images/flagge/verysmall/19.png?lm=1520611569'],39,2,3,1.046,2.092,,
398,Tetê,https://img.a.transfermarkt.technology/portrait/small/371256-1641992817.png?lm=1,20,Extremo derecho,22,Shakhtar Donetsk,https://tmssl.akamaized.net/images/wappen/verysmall/660.png?lm=1396275305,['Brasil'],['https://tmssl.akamaized.net/images/flagge/verysmall/26.png?lm=1520611569'],28,10,2,173,1.726,,
399,Arthur,https://img.a.transfermarkt.technology/portrait/small/362842-1599988056.jpg?lm=1,20,Mediocentro,25,Juventus de Turín,https://tmssl.akamaized.net/images/wappen/verysmall/506.png?lm=1626441487,['Brasil'],['https://tmssl.akamaized.net/images/flagge/verysmall/26.png?lm=1520611569'],26,,1,,1.330,,
400,Pablo Fornals,https://img.a.transfermarkt.technology/portrait/small/357885-1629883796.jpg?lm=1,20,Mediocentro ofensivo,26,West Ham United,https://tmssl.akamaized.net/images/wappen/verysmall/379.png?lm=1464675260,['España'],['https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569'],42,6,4,465,2.789,,
401,Ché Adams,https://img.a.transfermarkt.technology/portrait/small/346779-1447757564.jpg?lm=1,20,Delantero centro,25,Southampton FC,https://tmssl.akamaized.net/images/wappen/verysmall/180.png?lm=1444560086,"['Escocia', 'Inglaterra']","['https://tmssl.akamaized.net/images/flagge/verysmall/190.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569']",26,8,3,223,1.782,,
402,Trevoh Chalobah,https://img.a.transfermarkt.technology/portrait/small/346314-1520605508.jpg?lm=1,20,Defensa central,22,Chelsea FC,https://tmssl.akamaized.net/images/wappen/verysmall/631.png?lm=1628160548,"['Inglaterra', 'Sierra Leona']","['https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/152.png?lm=1520611569']",26,4,1,468,1.870,,
403,Noussair Mazraoui,https://img.a.transfermarkt.technology/portrait/small/340456-1552381144.jpg?lm=1,20,Lateral derecho,24,Ajax de Ámsterdam,https://tmssl.akamaized.net/images/wappen/verysmall/610.png?lm=1458894971,"['Marruecos', 'Países Bajos']","['https://tmssl.akamaized.net/images/flagge/verysmall/107.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/122.png?lm=1520611569']",31,5,4,508,2.538,,
404,Todd Cantwell,https://img.a.transfermarkt.technology/portrait/small/332341-1581931892.jpg?lm=1,20,Interior izquierdo,24,AFC Bournemouth,https://tmssl.akamaized.net/images/wappen/verysmall/989.png?lm=1457991811,['Inglaterra'],['https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569'],19,1,,1.195,1.195,,
405,Ridle Baku,https://img.a.transfermarkt.technology/portrait/small/327251-1643900043.JPG?lm=1,20,Interior derecho,23,VfL Wolfsburgo,https://tmssl.akamaized.net/images/wappen/verysmall/82.png?lm=1503060755,"['Alemania', 'RD del Congo']","['https://tmssl.akamaized.net/images/flagge/verysmall/40.png?lm=1520612525', 'https://tmssl.akamaized.net/images/flagge/verysmall/193.png?lm=1520611569']",34,4,3,611,2.443,,
406,Denzel Dumfries,https://img.a.transfermarkt.technology/portrait/small/321528-1613230012.jpg?lm=1,20,Interior derecho,25,Inter de Milán,https://tmssl.akamaized.net/images/wappen/verysmall/46.png?lm=1618900989,"['Países Bajos', 'Aruba']","['https://tmssl.akamaized.net/images/flagge/verysmall/122.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/233.png?lm=1520611569']",36,4,6,550,2.200,,
407,Marcus Thuram,https://img.a.transfermarkt.technology/portrait/small/318528-1624028332.jpg?lm=1,20,Extremo izquierdo,24,Borussia Mönchengladbach,https://tmssl.akamaized.net/images/wappen/verysmall/18.png?lm=1483890536,"['Francia', 'Guadalupe']","['https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/251.png?lm=1520611569']",21,2,1,463,925,,
408,Lucas Torreira,https://img.a.transfermarkt.technology/portrait/small/318077-1595948203.jpg?lm=1,20,Pivote,26,Fiorentina,https://tmssl.akamaized.net/images/wappen/verysmall/430.png?lm=1520933432,"['Uruguay', 'España']","['https://tmssl.akamaized.net/images/flagge/verysmall/179.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569']",28,4,1,538,2.151,,
409,Kelechi Iheanacho,https://img.a.transfermarkt.technology/portrait/small/295330-1617442598.jpg?lm=1,20,Delantero centro,25,Leicester City,https://tmssl.akamaized.net/images/wappen/verysmall/1003.png?lm=1472229265,['Nigeria'],['https://tmssl.akamaized.net/images/flagge/verysmall/124.png?lm=1520611569'],32,6,9,262,1.572,,
410,Borna Sosa,https://img.a.transfermarkt.technology/portrait/small/293194-1629098050.jpeg?lm=1,20,Lateral izquierdo,24,VfB Stuttgart,https://tmssl.akamaized.net/images/wappen/verysmall/79.png?lm=1487024087,"['Croacia', 'Alemania']","['https://tmssl.akamaized.net/images/flagge/verysmall/37.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/40.png?lm=1520612525']",24,2,8,1.070,2.140,,
411,Jonathan Bamba,https://img.a.transfermarkt.technology/portrait/small/292818-1599420401.jpg?lm=1,20,Extremo izquierdo,26,LOSC Lille Métropole,https://tmssl.akamaized.net/images/wappen/verysmall/1082.png?lm=1529521041,"['Francia', 'Costa de Marfil']","['https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/38.png?lm=1520611569']",31,1,3,2.497,2.497,,
412,Yerry Mina,https://img.a.transfermarkt.technology/portrait/small/289446-1476692096.jpg?lm=1,20,Defensa central,27,Everton FC,https://tmssl.akamaized.net/images/wappen/verysmall/29.png?lm=1445949846,['Colombia'],['https://tmssl.akamaized.net/images/flagge/verysmall/83.png?lm=1520611569'],11,1,,725,725,,
413,Marc Cucurella,https://img.a.transfermarkt.technology/portrait/small/284857-1525074875.jpg?lm=1,20,Lateral izquierdo,23,Brighton & Hove Albion,https://tmssl.akamaized.net/images/wappen/verysmall/1237.png?lm=1492718902,['España'],['https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569'],30,,2,,2.480,,
414,Kasper Dolberg,https://img.a.transfermarkt.technology/portrait/small/283196-1495179788.jpg?lm=1,20,Delantero centro,24,OGC Niza,https://tmssl.akamaized.net/images/wappen/verysmall/417.png?lm=1408779490,['Dinamarca'],['https://tmssl.akamaized.net/images/flagge/verysmall/39.png?lm=1520611569'],24,7,1,184,1.291,,
415,Paul Onuachu,https://img.a.transfermarkt.technology/portrait/small/272855-1604924546.jpg?lm=1,20,Delantero centro,27,KRC Genk,https://tmssl.akamaized.net/images/wappen/verysmall/1184.png?lm=1464899410,['Nigeria'],['https://tmssl.akamaized.net/images/flagge/verysmall/124.png?lm=1520611569'],35,18,3,143,2.571,,
416,Antonin Barak,https://img.a.transfermarkt.technology/portrait/small/272261-1630660621.jpg?lm=1,20,Mediocentro ofensivo,27,Hellas Verona,https://tmssl.akamaized.net/images/wappen/verysmall/276.png?lm=1617228746,['República Checa'],['https://tmssl.akamaized.net/images/flagge/verysmall/172.png?lm=1520611569'],26,10,4,211,2.107,,
417,Ricardo Horta,https://img.a.transfermarkt.technology/portrait/small/261927-1591777378.png?lm=1,20,Extremo izquierdo,27,SC Braga,https://tmssl.akamaized.net/images/wappen/verysmall/1075.png?lm=1432893871,['Portugal'],['https://tmssl.akamaized.net/images/flagge/verysmall/136.png?lm=1520611569'],40,19,8,183,3.476,,
418,Gregor Kobel,https://img.a.transfermarkt.technology/portrait/small/257814-1599993315.jpg?lm=1,20,Portero,24,Borussia Dortmund,https://tmssl.akamaized.net/images/wappen/verysmall/16.png?lm=1396275280,['Suiza'],['https://tmssl.akamaized.net/images/flagge/verysmall/148.png?lm=1520611569'],37,,,,3.285,56,10
419,Wilmar Barrios,https://img.a.transfermarkt.technology/portrait/small/257668-1602270929.png?lm=1,20,Pivote,28,Zenit de San Petersburgo,https://tmssl.akamaized.net/images/wappen/verysmall/964.png?lm=1486195881,['Colombia'],['https://tmssl.akamaized.net/images/flagge/verysmall/83.png?lm=1520611569'],28,,1,,2.306,,
420,Juan Musso,https://img.a.transfermarkt.technology/portrait/small/242359-1594299059.jpg?lm=1,20,Portero,27,Atalanta de Bérgamo,https://tmssl.akamaized.net/images/wappen/verysmall/800.png?lm=1438547428,"['Argentina', 'Italia']","['https://tmssl.akamaized.net/images/flagge/verysmall/9.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569']",37,,,,3.293,46,12
421,Aritz Elustondo,https://img.a.transfermarkt.technology/portrait/small/229804-1447313465.jpg?lm=1,20,Defensa central,28,Real Sociedad,https://tmssl.akamaized.net/images/wappen/verysmall/681.png?lm=1614795530,['España'],['https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569'],35,4,1,671,2.684,,
422,André Gomes,https://img.a.transfermarkt.technology/portrait/small/221025-1447247163.jpg?lm=1,20,Mediocentro,28,Everton FC,https://tmssl.akamaized.net/images/wappen/verysmall/29.png?lm=1445949846,['Portugal'],['https://tmssl.akamaized.net/images/flagge/verysmall/136.png?lm=1520611569'],17,1,2,859,859,,
423,Neal Maupay,https://img.a.transfermarkt.technology/portrait/small/217115-1538466336.jpg?lm=1,20,Delantero centro,25,Brighton & Hove Albion,https://tmssl.akamaized.net/images/wappen/verysmall/1237.png?lm=1492718902,"['Francia', 'Argentina']","['https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/9.png?lm=1520611569']",30,9,2,253,2.276,,
424,Jérémie Boga,https://img.a.transfermarkt.technology/portrait/small/216569-1535016818.jpg?lm=1,20,Extremo izquierdo,25,Atalanta de Bérgamo,https://tmssl.akamaized.net/images/wappen/verysmall/800.png?lm=1438547428,"['Costa de Marfil', 'Francia']","['https://tmssl.akamaized.net/images/flagge/verysmall/38.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569']",23,2,4,612,1.224,,
425,Ruben Loftus-Cheek,https://img.a.transfermarkt.technology/portrait/small/202886-1518793502.jpg?lm=1,20,Mediocentro,26,Chelsea FC,https://tmssl.akamaized.net/images/wappen/verysmall/631.png?lm=1628160548,"['Inglaterra', 'Guyana']","['https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/61.png?lm=1520611569']",27,,4,,1.339,,
426,Bryan Cristante,https://img.a.transfermarkt.technology/portrait/small/199248-1596002965.jpg?lm=1,20,Pivote,27,AS Roma,https://tmssl.akamaized.net/images/wappen/verysmall/12.png?lm=1533302889,"['Italia', 'Canadá']","['https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/80.png?lm=1520611569']",38,3,1,955,2.866,,
427,Alessio Romagnoli,https://img.a.transfermarkt.technology/portrait/small/197747-1448981930.jpg?lm=1,20,Defensa central,27,AC Milan,https://tmssl.akamaized.net/images/wappen/verysmall/5.png?lm=1605166627,['Italia'],['https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569'],25,1,1,1.905,1.905,,
428,Alejandro Grimaldo,https://img.a.transfermarkt.technology/portrait/small/193082-1603799113.jpg?lm=1,20,Lateral izquierdo,26,SL Benfica,https://tmssl.akamaized.net/images/wappen/verysmall/294.png?lm=1535908439,['España'],['https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569'],42,6,8,580,3.480,,
429,Ben Davies,https://img.a.transfermarkt.technology/portrait/small/192765-1456302282.jpg?lm=1,20,Lateral izquierdo,28,Tottenham Hotspur,https://tmssl.akamaized.net/images/wappen/verysmall/148.png?lm=1544345801,['Gales'],['https://tmssl.akamaized.net/images/flagge/verysmall/191.png?lm=1520611569'],34,,1,,2.969,,
430,Héctor Bellerín,https://img.a.transfermarkt.technology/portrait/small/191217-1464872060.jpg?lm=1,20,Lateral derecho,27,Real Betis Balompié,https://tmssl.akamaized.net/images/wappen/verysmall/150.png?lm=1407484550,['España'],['https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569'],27,,4,,2.150,,
431,Patrick Bamford,https://img.a.transfermarkt.technology/portrait/small/183334-1612870768.jpg?lm=1,20,Delantero centro,28,Leeds United,https://tmssl.akamaized.net/images/wappen/verysmall/399.png?lm=1645652224,"['Inglaterra', 'Irlanda']","['https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/72.png?lm=1520611569']",11,2,3,335,670,,
432,Seko Fofana,https://img.a.transfermarkt.technology/portrait/small/182893-1466753040.jpg?lm=1,20,Mediocentro,26,RC Lens,https://tmssl.akamaized.net/images/wappen/verysmall/826.png?lm=1595457059,"['Costa de Marfil', 'Francia']","['https://tmssl.akamaized.net/images/flagge/verysmall/38.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569']",32,9,1,313,2.817,,
433,Leandro Paredes,https://img.a.transfermarkt.technology/portrait/small/166237-1639582931.jpg?lm=1,20,Pivote,27,París Saint-Germain FC,https://tmssl.akamaized.net/images/wappen/verysmall/583.png?lm=1522312728,['Argentina'],['https://tmssl.akamaized.net/images/flagge/verysmall/9.png?lm=1520611569'],21,1,2,1.201,1.201,,
434,Berat Djimsiti,https://img.a.transfermarkt.technology/portrait/small/165513-1594708463.jpg?lm=1,20,Defensa central,29,Atalanta de Bérgamo,https://tmssl.akamaized.net/images/wappen/verysmall/800.png?lm=1438547428,"['Albania', 'Suiza']","['https://tmssl.akamaized.net/images/flagge/verysmall/3.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/148.png?lm=1520611569']",33,2,1,1.194,2.387,,
435,Raúl de Tomás,https://img.a.transfermarkt.technology/portrait/small/162038-1572338153.jpg?lm=1,20,Delantero centro,27,RCD Espanyol,https://tmssl.akamaized.net/images/wappen/verysmall/714.png?lm=1406966369,"['España', 'República Dominicana']","['https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/43.png?lm=1520611569']",29,14,3,182,2.544,,
436,Filip Kostic,https://img.a.transfermarkt.technology/portrait/small/161011-1599992051.jpg?lm=1,20,Interior izquierdo,29,Eintracht Fráncfort,https://tmssl.akamaized.net/images/wappen/verysmall/24.png?lm=1403806187,['Serbia'],['https://tmssl.akamaized.net/images/flagge/verysmall/215.png?lm=1520611569'],31,4,12,667,2.667,,
437,Jesse Lingard,https://img.a.transfermarkt.technology/portrait/small/141660-1476872812.jpg?lm=1,20,Mediocentro ofensivo,29,Manchester United,https://tmssl.akamaized.net/images/wappen/verysmall/985.png?lm=1457975903,['Inglaterra'],['https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569'],19,2,1,196,392,,
438,Marten de Roon,https://img.a.transfermarkt.technology/portrait/small/133179-1594708388.jpg?lm=1,20,Pivote,31,Atalanta de Bérgamo,https://tmssl.akamaized.net/images/wappen/verysmall/800.png?lm=1438547428,['Países Bajos'],['https://tmssl.akamaized.net/images/flagge/verysmall/122.png?lm=1520611569'],34,1,1,2.767,2.767,,
439,Bertrand Traoré,https://img.a.transfermarkt.technology/portrait/small/131996-1479888033.jpg?lm=1,20,Extremo derecho,26,Aston Villa,https://tmssl.akamaized.net/images/wappen/verysmall/405.png?lm=1469443765,['Burkina Faso'],['https://tmssl.akamaized.net/images/flagge/verysmall/29.png?lm=1520611569'],8,,,,235,,
440,Callum Wilson,https://img.a.transfermarkt.technology/portrait/small/123682-1475741905.jpg?lm=1,20,Delantero centro,30,Newcastle United,https://tmssl.akamaized.net/images/wappen/verysmall/762.png?lm=1472921161,['Inglaterra'],['https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569'],15,6,,198,1.187,,
441,Leonardo Spinazzola,https://img.a.transfermarkt.technology/portrait/small/118689-1595925786.jpg?lm=1,20,Lateral izquierdo,29,AS Roma,https://tmssl.akamaized.net/images/wappen/verysmall/12.png?lm=1533302889,['Italia'],['https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569'],281,18,26,1.018,18.330,,
442,Erik Lamela,https://img.a.transfermarkt.technology/portrait/small/111630-1601318627.jpg?lm=1,20,Extremo derecho,30,Sevilla FC,https://tmssl.akamaized.net/images/wappen/verysmall/368.png?lm=1408655455,"['Argentina', 'España']","['https://tmssl.akamaized.net/images/flagge/verysmall/9.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569']",17,4,2,185,741,,
